"No.","Time","Time Diff","Source","Destination","Protocol","Length","Sequence Number","Acknowledgment Number","Traffic Class","Info"
"2228","351.383758363","0.000089130","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2590","2355","0x00","36648  >  58226 [ACK] Seq=2590 Ack=2355 Win=64128 Len=0 TSval=912182389 TSecr=1050737212"
"2229","351.388395333","0.004636970","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","2590","2355","0x00","Application Data"
"2230","351.591356212","0.202960879","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2355","2691","0x00","58226  >  36648 [ACK] Seq=2355 Ack=2691 Win=130944 Len=0 TSval=1050737294 TSecr=912182394"
"2231","351.591371476","0.000015264","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","491","2355","2691","0x00","Application Data"
"2232","351.632081653","0.040710177","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2691","2760","0x00","36648  >  58226 [ACK] Seq=2691 Ack=2760 Win=64128 Len=0 TSval=912182638 TSecr=1050737307"
"2233","351.650052746","0.017971093","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2691","2760","0x00","Application Data"
"2234","351.690443084","0.040390338","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2760","2776","0x00","58226  >  36648 [ACK] Seq=2760 Ack=2776 Win=130944 Len=0 TSval=1050737516 TSecr=912182656"
"2235","351.744128141","0.053685057","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2760","2776","0x00","Application Data"
"2236","351.744318763","0.000190622","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2776","2845","0x00","36648  >  58226 [ACK] Seq=2776 Ack=2845 Win=64128 Len=0 TSval=912182750 TSecr=1050737523"
"2237","351.747227930","0.002909167","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2776","2845","0x00","Application Data"
"2238","351.959736936","0.212509006","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2845","2861","0x00","58226  >  36648 [ACK] Seq=2845 Ack=2861 Win=130944 Len=0 TSval=1050737641 TSecr=912182753"
"2239","351.959751849","0.000014913","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","2845","2861","0x00","Application Data"
"2240","352.000761463","0.041009614","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2861","2962","0x00","36648  >  58226 [ACK] Seq=2861 Ack=2962 Win=64128 Len=0 TSval=912183006 TSecr=1050737647"
"2243","353.965729435","1.964967972","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2861","2962","0x00","Application Data"
"2244","354.213235806","0.247506371","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2962","2946","0x00","58226  >  36648 [ACK] Seq=2962 Ack=2946 Win=130944 Len=0 TSval=1050739999 TSecr=912184971"
"2245","354.213254523","0.000018717","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","2962","2946","0x00","Application Data"
"2246","354.213286892","0.000032369","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2946","3079","0x00","36648  >  58226 [ACK] Seq=2946 Ack=3079 Win=64128 Len=0 TSval=912185219 TSecr=1050740005"
"2247","356.218399917","2.005113025","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2946","3079","0x00","Application Data"
"2248","356.269630065","0.051230148","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3079","3031","0x00","58226  >  36648 [ACK] Seq=3079 Ack=3031 Win=130944 Len=0 TSval=1050742104 TSecr=912187224"
"2249","356.275385383","0.005755318","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3079","3031","0x00","Application Data"
"2250","356.275407722","0.000022339","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3031","3196","0x00","36648  >  58226 [ACK] Seq=3031 Ack=3196 Win=64128 Len=0 TSval=912187281 TSecr=1050742109"
"2251","358.280581373","2.005173651","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3031","3196","0x00","Application Data"
"2252","358.519464764","0.238883391","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3196","3116","0x00","58226  >  36648 [ACK] Seq=3196 Ack=3116 Win=130944 Len=0 TSval=1050744247 TSecr=912189286"
"2253","358.519480465","0.000015701","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3196","3116","0x00","Application Data"
"2254","358.519493233","0.000012768","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3116","3313","0x00","36648  >  58226 [ACK] Seq=3116 Ack=3313 Win=64128 Len=0 TSval=912189525 TSecr=1050744251"
"2255","360.524419537","2.004926304","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3116","3313","0x00","Application Data"
"2256","360.799799064","0.275379527","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3313","3201","0x00","58226  >  36648 [ACK] Seq=3313 Ack=3201 Win=130944 Len=0 TSval=1050746521 TSecr=912191530"
"2257","360.799814161","0.000015097","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3313","3201","0x00","Application Data"
"2258","360.799826296","0.000012135","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3201","3430","0x00","36648  >  58226 [ACK] Seq=3201 Ack=3430 Win=64128 Len=0 TSval=912191806 TSecr=1050746526"
"2259","362.804952079","2.005125783","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3201","3430","0x00","Application Data"
"2260","363.019060057","0.214107978","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3430","3286","0x00","58226  >  36648 [ACK] Seq=3430 Ack=3286 Win=131072 Len=0 TSval=1050748756 TSecr=912193811"
"2261","363.019074628","0.000014571","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3430","3286","0x00","Application Data"
"2262","363.019087227","0.000012599","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3286","3547","0x00","36648  >  58226 [ACK] Seq=3286 Ack=3547 Win=64128 Len=0 TSval=912194025 TSecr=1050748762"
"2263","363.022485906","0.003398679","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3286","3547","0x00","Application Data"
"2264","363.304264454","0.281778548","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3547","3371","0x00","58226  >  36648 [ACK] Seq=3547 Ack=3371 Win=131072 Len=0 TSval=1050748885 TSecr=912194028"
"2265","363.304348680","0.000084226","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3547","3371","0x00","Application Data"
"2266","363.308719212","0.004370532","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3371","3632","0x00","Application Data"
"2267","363.912756916","0.604037704","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","171","3371","3632","0x00","[TCP Retransmission] 36648  >  58226 [PSH, ACK] Seq=3371 Ack=3632 Win=64128 Len=85 TSval=912194919 TSecr=1050748890"
"2268","363.932729561","0.019972645","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3632","3456","0x00","Application Data"
"2269","363.941123269","0.008393708","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","155","3456","3717","0x00","Encrypted Alert"
"2270","363.941173800","0.000050531","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3525","3717","0x00","36648  >  58226 [FIN, ACK] Seq=3525 Ack=3717 Win=64128 Len=0 TSval=912194947 TSecr=1050749546"
"2271","364.150748247","0.209574447","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","98","3717","3456","0x00","[TCP Dup ACK 2268#1] 58226  >  36648 [ACK] Seq=3717 Ack=3456 Win=131072 Len=0 TSval=1050749885 TSecr=912194919 SLE=3371 SRE=3456"
"2272","364.151950538","0.001202291","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3717","3525","0x00","58226  >  36648 [ACK] Seq=3717 Ack=3525 Win=130944 Len=0 TSval=1050749894 TSecr=912194947"
"2273","364.159709611","0.007759073","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3717","3526","0x00","58226  >  36648 [ACK] Seq=3717 Ack=3526 Win=130944 Len=0 TSval=1050749901 TSecr=912194947"
"2280","368.363238796","4.203529185","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","3717","3526","0x00","Encrypted Alert"
"2281","368.363254882","0.000016086","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0x00","36648  >  58226 [RST] Seq=3526 Win=0 Len=0"
"2282","368.363269048","0.000014166","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3786","3526","0x00","58226  >  36648 [FIN, ACK] Seq=3786 Ack=3526 Win=130944 Len=0 TSval=1050754179 TSecr=912194947"
"2283","368.363270991","0.000001943","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0x00","36648  >  58226 [RST] Seq=3526 Win=0 Len=0"
"2284","368.363273416","0.000002425","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","74","3787","3526","0x00","58226  >  36648 [RST, ACK] Seq=3787 Ack=3526 Win=130944 Len=0"
"2289","371.711414813","3.348141397","fe80::f4af:cb28:5ee1:34bd","ff02::1","UDP","72","","","0x00","55852  >  15118 Len=10"
"2290","371.923811742","0.212396929","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","UDP","90","","","0x00","15118  >  55852 Len=28"
"2291","372.214700848","0.290889106","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","94","0","0","0x00","36650  >  58226 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM=1 TSval=912203221 TSecr=0 WS=128"
"2292","372.489391193","0.274690345","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","98","0","1","0x00","58226  >  36650 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=2176639168 TSecr=912203221 SACK_PERM=1"
"2293","372.489415579","0.000024386","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","1","1","0x00","36650  >  58226 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=912203495 TSecr=2176639168"
"2294","372.491887995","0.002472416","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","98","0","1","0x00","[TCP Out-Of-Order] 58226  >  36650 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=2176639271 TSecr=912203221 SACK_PERM=1"
"2295","372.491904259","0.000016264","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","1","1","0x00","[TCP Dup ACK 2293#1] 36650  >  58226 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=912203498 TSecr=2176639168"
"2296","372.498297973","0.006393714","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1","1","0x00","[TCP Window Update] 58226  >  36650 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=2176639311 TSecr=912203495"
"2297","372.507470472","0.009172499","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","288","1","1","0x00","Client Hello"
"2298","372.589203893","0.081733421","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1","203","0x00","58226  >  36650 [ACK] Seq=1 Ack=203 Win=131136 Len=0 TSval=2176639364 TSecr=912203513"
"2299","372.589220577","0.000016684","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","176","1","203","0x00","Server Hello"
"2300","372.589232337","0.000011760","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","91","0x00","36650  >  58226 [ACK] Seq=203 Ack=91 Win=64896 Len=0 TSval=912203595 TSecr=2176639373"
"2301","372.605676633","0.016444296","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","1524","91","203","0x00","Certificate"
"2302","372.605692582","0.000015949","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1529","0x00","36650  >  58226 [ACK] Seq=203 Ack=1529 Win=63488 Len=0 TSval=912203612 TSecr=2176639373"
"2303","372.620036215","0.014343633","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","215","1529","203","0x00","Server Key Exchange, Server Hello Done"
"2304","372.620062638","0.000026423","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1658","0x00","36650  >  58226 [ACK] Seq=203 Ack=1658 Win=63360 Len=0 TSval=912203626 TSecr=2176639438"
"2305","372.638179099","0.018116461","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","128","203","1658","0x00","Client Key Exchange"
"2306","372.689002097","0.050822998","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1658","245","0x00","58226  >  36650 [ACK] Seq=1658 Ack=245 Win=131072 Len=0 TSval=2176639482 TSecr=912203644"
"2307","372.689022493","0.000020396","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","177","245","1658","0x00","Change Cipher Spec, Encrypted Handshake Message"
"2308","372.692726086","0.003703593","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1658","336","0x00","58226  >  36650 [ACK] Seq=1658 Ack=336 Win=131008 Len=0 TSval=2176639510 TSecr=912203695"
"2309","372.694354355","0.001628269","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","92","1658","336","0x00","Change Cipher Spec"
"2310","372.736253342","0.041898987","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1664","0x00","36650  >  58226 [ACK] Seq=336 Ack=1664 Win=64128 Len=0 TSval=912203742 TSecr=2176639511"
"2311","372.950044321","0.213790979","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","1664","336","0x00","Encrypted Handshake Message"
"2312","372.950065112","0.000020791","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1749","0x00","36650  >  58226 [ACK] Seq=336 Ack=1749 Win=64128 Len=0 TSval=912203956 TSecr=2176639620"
"2313","372.976318123","0.026253011","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","336","1749","0x00","Application Data"
"2314","373.030238533","0.053920410","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","171","1664","336","0x00","[TCP Spurious Retransmission] 58226  >  36650 [PSH, ACK] Seq=1664 Ack=336 Win=131072 Len=85 TSval=2176639805 TSecr=912203742"
"2315","373.030263250","0.000024717","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","98","437","1749","0x00","[TCP Dup ACK 2312#1] 36650  >  58226 [ACK] Seq=437 Ack=1749 Win=64128 Len=0 TSval=912204036 TSecr=2176639805 SLE=1664 SRE=1749"
"2316","373.452833097","0.422569847","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","1749","437","0x00","Application Data"
"2317","373.452852728","0.000019631","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","437","1818","0x00","36650  >  58226 [ACK] Seq=437 Ack=1818 Win=64128 Len=0 TSval=912204459 TSecr=2176640217"
"2318","373.505514700","0.052661972","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","437","1818","0x00","Application Data"
"2319","373.524571570","0.019056870","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1818","522","0x00","58226  >  36650 [ACK] Seq=1818 Ack=522 Win=130944 Len=0 TSval=2176640331 TSecr=912204511"
"2320","373.524597590","0.000026020","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","1818","522","0x00","Application Data"
"2321","373.524617293","0.000019703","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","522","1919","0x00","36650  >  58226 [ACK] Seq=522 Ack=1919 Win=64128 Len=0 TSval=912204531 TSecr=2176640336"
"2322","373.529259423","0.004642130","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","522","1919","0x00","Application Data"
"2323","373.555101533","0.025842110","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1919","607","0x00","58226  >  36650 [ACK] Seq=1919 Ack=607 Win=130944 Len=0 TSval=2176640366 TSecr=912204535"
"2324","373.555178731","0.000077198","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","251","1919","607","0x00","Application Data"
"2325","373.603333985","0.048155254","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","607","2084","0x00","Application Data"
"2326","373.647693721","0.044359736","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2084","692","0x00","58226  >  36650 [ACK] Seq=2084 Ack=692 Win=130944 Len=0 TSval=2176640436 TSecr=912204609"
"2327","373.647706966","0.000013245","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2084","692","0x00","Application Data"
"2328","373.696094218","0.048387252","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","692","2169","0x00","36650  >  58226 [ACK] Seq=692 Ack=2169 Win=64128 Len=0 TSval=912204702 TSecr=2176640442"
"2329","373.772429172","0.076334954","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","1514","692","2169","0x00","36650  >  58226 [ACK] Seq=692 Ack=2169 Win=64128 Len=1428 TSval=912204778 TSecr=2176640442 [TCP segment of a reassembled PDU]"
"2330","373.772446648","0.000017476","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","183","2120","2169","0x00","Application Data"
"2331","373.865927263","0.093480615","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2169","2217","0x00","58226  >  36650 [ACK] Seq=2169 Ack=2217 Win=129536 Len=0 TSval=2176640643 TSecr=912204778"
"2332","373.875022316","0.009095053","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","2169","2217","0x00","Application Data"
"2333","373.875043329","0.000021013","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2217","2270","0x00","36650  >  58226 [ACK] Seq=2217 Ack=2270 Win=64128 Len=0 TSval=912204881 TSecr=2176640680"
"2334","373.939461389","0.064418060","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","459","2217","2270","0x00","Application Data"
"2335","373.998364497","0.058903108","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2270","2590","0x00","58226  >  36650 [ACK] Seq=2270 Ack=2590 Win=130688 Len=0 TSval=2176640792 TSecr=912204945"
"2336","373.998383988","0.000019491","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2270","2590","0x00","Application Data"
"2337","373.998394665","0.000010677","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2590","2355","0x00","36650  >  58226 [ACK] Seq=2590 Ack=2355 Win=64128 Len=0 TSval=912205004 TSecr=2176640807"
"2338","374.003671048","0.005276383","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","2590","2355","0x00","Application Data"
"2339","374.045366153","0.041695105","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2355","2691","0x00","58226  >  36650 [ACK] Seq=2355 Ack=2691 Win=130944 Len=0 TSval=2176640837 TSecr=912205010"
"2340","374.045420784","0.000054631","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","491","2355","2691","0x00","Application Data"
"2341","374.088104932","0.042684148","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2691","2760","0x00","36650  >  58226 [ACK] Seq=2691 Ack=2760 Win=64128 Len=0 TSval=912205094 TSecr=2176640847"
"2342","374.098696971","0.010592039","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2691","2760","0x00","Application Data"
"2343","374.106003442","0.007306471","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2760","2776","0x00","58226  >  36650 [ACK] Seq=2760 Ack=2776 Win=130944 Len=0 TSval=2176640924 TSecr=912205105"
"2344","374.139571167","0.033567725","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2760","2776","0x00","Application Data"
"2345","374.139748288","0.000177121","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2776","2845","0x00","36650  >  58226 [ACK] Seq=2776 Ack=2845 Win=64128 Len=0 TSval=912205146 TSecr=2176640930"
"2346","374.144595525","0.004847237","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2776","2845","0x00","Application Data"
"2347","374.179494234","0.034898709","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2845","2861","0x00","58226  >  36650 [ACK] Seq=2845 Ack=2861 Win=130944 Len=0 TSval=2176640990 TSecr=912205151"
"2348","374.245607942","0.066113708","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","2845","2861","0x00","Application Data"
"2349","374.288730977","0.043123035","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2861","2962","0x00","36650  >  58226 [ACK] Seq=2861 Ack=2962 Win=64128 Len=0 TSval=912205295 TSecr=2176640996"
"2350","376.252860940","1.964129963","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2861","2962","0x00","Application Data"
"2351","376.593562112","0.340701172","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2962","2946","0x00","58226  >  36650 [ACK] Seq=2962 Ack=2946 Win=130944 Len=0 TSval=2176643299 TSecr=912207259"
"2352","376.593577617","0.000015505","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","2962","2946","0x00","Application Data"
"2353","376.593589513","0.000011896","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2946","3079","0x00","36650  >  58226 [ACK] Seq=2946 Ack=3079 Win=64128 Len=0 TSval=912207600 TSecr=2176643305"
"2356","378.599786017","2.006196504","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2946","3079","0x00","Application Data"
"2357","378.780533983","0.180747966","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3079","3031","0x00","58226  >  36650 [ACK] Seq=3079 Ack=3031 Win=130944 Len=0 TSval=2176645504 TSecr=912209606"
"2358","378.780549831","0.000015848","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3079","3031","0x00","Application Data"
"2359","378.780561786","0.000011955","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3031","3196","0x00","36650  >  58226 [ACK] Seq=3031 Ack=3196 Win=64128 Len=0 TSval=912209787 TSecr=2176645509"
"2360","380.786308524","2.005746738","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3031","3196","0x00","Application Data"
"2361","381.041813732","0.255505208","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3196","3116","0x00","58226  >  36650 [ACK] Seq=3196 Ack=3116 Win=130944 Len=0 TSval=2176647699 TSecr=912211792"
"2362","381.041830067","0.000016335","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3196","3116","0x00","Application Data"
"2363","381.041842407","0.000012340","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3116","3313","0x00","36650  >  58226 [ACK] Seq=3116 Ack=3313 Win=64128 Len=0 TSval=912212048 TSecr=2176647705"
"2367","383.047184714","2.005342307","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3116","3313","0x00","Application Data"
"2368","383.117421529","0.070236815","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3313","3201","0x00","58226  >  36650 [ACK] Seq=3313 Ack=3201 Win=130944 Len=0 TSval=2176649909 TSecr=912214053"
"2369","383.117437276","0.000015747","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3313","3201","0x00","Application Data"
"2370","383.117449090","0.000011814","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3201","3430","0x00","36650  >  58226 [ACK] Seq=3201 Ack=3430 Win=64128 Len=0 TSval=912214123 TSecr=2176649914"
"2376","385.123300536","2.005851446","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3201","3430","0x00","Application Data"
