"No.","Time","Time Diff","Source","Destination","Protocol","Length","Sequence Number","Acknowledgment Number","TCP Segment Len","Traffic Class","Info"
"2392","376.431196504","0.020883747","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1658","245","0","0xe0","64616  >  39054 [ACK] Seq=1658 Ack=245 Win=131072 Len=0 TSval=2641203256 TSecr=913594319"
"2393","376.431217697","0.000021193","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","177","245","1658","91","0xe0","Change Cipher Spec, Encrypted Handshake Message"
"2394","376.453428327","0.022210630","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1658","336","0","0xe0","64616  >  39054 [ACK] Seq=1658 Ack=336 Win=131008 Len=0 TSval=2641203277 TSecr=913594340"
"2395","376.453440558","0.000012231","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","92","1658","336","6","0xe0","Change Cipher Spec"
"2396","376.497416620","0.043976062","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1664","0","0xe0","39054  >  64616 [ACK] Seq=336 Ack=1664 Win=64128 Len=0 TSval=913594406 TSecr=2641203278"
"2397","376.517070356","0.019653736","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","1664","336","85","0xe0","Encrypted Handshake Message"
"2398","376.517115996","0.000045640","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1749","0","0xe0","39054  >  64616 [ACK] Seq=336 Ack=1749 Win=64128 Len=0 TSval=913594425 TSecr=2641203342"
"2399","376.548459716","0.031343720","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","336","1749","101","0xe0","Application Data"
"2400","376.799351199","0.250891483","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1749","437","0","0xe0","64616  >  39054 [ACK] Seq=1749 Ack=437 Win=130944 Len=0 TSval=2641203431 TSecr=913594457"
"2401","376.799367965","0.000016766","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","1749","437","69","0xe0","Application Data"
"2402","376.819428686","0.020060721","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","155","1749","437","69","0xe0","[TCP Retransmission] 64616  >  39054 [PSH, ACK] Seq=1749 Ack=437 Win=131072 Len=69 TSval=2641203618 TSecr=913594457"
"2403","376.819456522","0.000027836","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","98","437","1818","0","0xe0","39054  >  64616 [ACK] Seq=437 Ack=1818 Win=64128 Len=0 TSval=913594728 TSecr=2641203618 SLE=1749 SRE=1818"
"2404","376.850788352","0.031331830","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","437","1818","85","0xe0","Application Data"
"2405","376.903497807","0.052709455","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1818","522","0","0xe0","64616  >  39054 [ACK] Seq=1818 Ack=522 Win=130944 Len=0 TSval=2641203714 TSecr=913594759"
"2406","376.903513671","0.000015864","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","1818","522","101","0xe0","Application Data"
"2407","376.903525799","0.000012128","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","522","1919","0","0xe0","39054  >  64616 [ACK] Seq=522 Ack=1919 Win=64128 Len=0 TSval=913594812 TSecr=2641203719"
"2408","376.908513931","0.004988132","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","522","1919","85","0xe0","Application Data"
"2409","377.000357528","0.091843597","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1919","607","0","0xe0","64616  >  39054 [ACK] Seq=1919 Ack=607 Win=130944 Len=0 TSval=2641203767 TSecr=913594817"
"2410","377.000372548","0.000015020","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","251","1919","607","165","0xe0","Application Data"
"2411","377.040873219","0.040500671","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","607","2084","0","0xe0","39054  >  64616 [ACK] Seq=607 Ack=2084 Win=64128 Len=0 TSval=913594949 TSecr=2641203771"
"2412","377.054589331","0.013716112","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","607","2084","85","0xe0","Application Data"
"2414","377.095537223","0.040947892","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2084","692","0","0xe0","64616  >  39054 [ACK] Seq=2084 Ack=692 Win=130944 Len=0 TSval=2641203897 TSecr=913594963"
"2415","377.095546401","0.000009178","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2084","692","85","0xe0","Application Data"
"2416","377.095558153","0.000011752","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","692","2169","0","0xe0","39054  >  64616 [ACK] Seq=692 Ack=2169 Win=64128 Len=0 TSval=913595004 TSecr=2641203902"
"2420","377.219953128","0.124394975","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","1514","692","2169","1428","0xe0","39054  >  64616 [ACK] Seq=692 Ack=2169 Win=64128 Len=1428 TSval=913595128 TSecr=2641203902 [TCP segment of a reassembled PDU]"
"2421","377.219966505","0.000013377","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","183","2120","2169","97","0xe0","Application Data"
"2422","377.336844850","0.116878345","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2169","2120","0","0xe0","64616  >  39054 [ACK] Seq=2169 Ack=2120 Win=129600 Len=0 TSval=2641204110 TSecr=913595128"
"2423","377.336865701","0.000020851","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2169","2217","0","0xe0","64616  >  39054 [ACK] Seq=2169 Ack=2217 Win=130944 Len=0 TSval=2641204132 TSecr=913595128"
"2424","377.351143156","0.014277455","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","2169","2217","101","0xe0","Application Data"
"2425","377.351163552","0.000020396","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2217","2270","0","0xe0","39054  >  64616 [ACK] Seq=2217 Ack=2270 Win=64128 Len=0 TSval=913595260 TSecr=2641204168"
"2426","377.414696332","0.063532780","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","459","2217","2270","373","0xe0","Application Data"
"2427","377.557805374","0.143109042","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2270","2590","0","0xe0","64616  >  39054 [ACK] Seq=2270 Ack=2590 Win=130688 Len=0 TSval=2641204286 TSecr=913595323"
"2428","377.557821643","0.000016269","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2270","2590","85","0xe0","Application Data"
"2429","377.557833713","0.000012070","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2590","2355","0","0xe0","39054  >  64616 [ACK] Seq=2590 Ack=2355 Win=64128 Len=0 TSval=913595466 TSecr=2641204299"
"2430","377.563370853","0.005537140","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","2590","2355","101","0xe0","Application Data"
"2431","377.609241940","0.045871087","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2355","2691","0","0xe0","64616  >  39054 [ACK] Seq=2355 Ack=2691 Win=130944 Len=0 TSval=2641204410 TSecr=913595472"
"2432","377.609256610","0.000014670","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","491","2355","2691","405","0xe0","Application Data"
"2433","377.652897351","0.043640741","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2691","2760","0","0xe0","39054  >  64616 [ACK] Seq=2691 Ack=2760 Win=64128 Len=0 TSval=913595561 TSecr=2641204416"
"2434","377.660429452","0.007532101","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2691","2760","85","0xe0","Application Data"
"2435","377.733480219","0.073050767","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2760","2776","0","0xe0","64616  >  39054 [ACK] Seq=2760 Ack=2776 Win=130944 Len=0 TSval=2641204535 TSecr=913595569"
"2436","377.733538262","0.000058043","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2760","2776","85","0xe0","Application Data"
"2437","377.733583304","0.000045042","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2776","2845","0","0xe0","39054  >  64616 [ACK] Seq=2776 Ack=2845 Win=64128 Len=0 TSval=913595642 TSecr=2641204541"
"2438","377.737143218","0.003559914","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2776","2845","85","0xe0","Application Data"
"2439","377.798091217","0.060947999","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2845","2861","0","0xe0","64616  >  39054 [ACK] Seq=2845 Ack=2861 Win=130944 Len=0 TSval=2641204618 TSecr=913595646"
"2440","377.798107785","0.000016568","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","2845","2861","117","0xe0","Application Data"
"2441","377.840928111","0.042820326","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2861","2962","0","0xe0","39054  >  64616 [ACK] Seq=2861 Ack=2962 Win=64128 Len=0 TSval=913595749 TSecr=2641204624"
"2442","379.804885640","1.963957529","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2861","2962","85","0xe0","Application Data"
"2445","380.058754728","0.253869088","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2962","2946","0","0xe0","64616  >  39054 [ACK] Seq=2962 Ack=2946 Win=130944 Len=0 TSval=2641206802 TSecr=913597713"
"2446","380.058769767","0.000015039","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","2962","2946","117","0xe0","Application Data"
"2447","380.058781858","0.000012091","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2946","3079","0","0xe0","39054  >  64616 [ACK] Seq=2946 Ack=3079 Win=64128 Len=0 TSval=913597967 TSecr=2641206808"
"2453","382.063265732","2.004483874","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2946","3079","85","0xe0","Application Data"
"2454","382.078342071","0.015076339","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3079","3031","0","0xe0","64616  >  39054 [ACK] Seq=3079 Ack=3031 Win=130944 Len=0 TSval=2641208908 TSecr=913599972"
"2455","382.089058877","0.010716806","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3079","3031","117","0xe0","Application Data"
"2456","382.089104327","0.000045450","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3031","3196","0","0xe0","39054  >  64616 [ACK] Seq=3031 Ack=3196 Win=64128 Len=0 TSval=913599997 TSecr=2641208914"
"2458","384.094284981","2.005180654","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3031","3196","85","0xe0","Application Data"
"2459","384.364228417","0.269943436","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3196","3116","0","0xe0","64616  >  39054 [ACK] Seq=3196 Ack=3116 Win=130944 Len=0 TSval=2641211059 TSecr=913602003"
"2460","384.364287376","0.000058959","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3196","3116","117","0xe0","Application Data"
"2461","384.364336667","0.000049291","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3116","3313","0","0xe0","39054  >  64616 [ACK] Seq=3116 Ack=3313 Win=64128 Len=0 TSval=913602273 TSecr=2641211064"
"2464","386.369264942","2.004928275","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3116","3313","85","0xe0","Application Data"
"2465","386.597794064","0.228529122","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3313","3201","0","0xe0","64616  >  39054 [ACK] Seq=3313 Ack=3201 Win=131072 Len=0 TSval=2641213306 TSecr=913604277"
"2466","386.597808458","0.000014394","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3313","3201","117","0xe0","Application Data"
"2467","386.597821241","0.000012783","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3201","3430","0","0xe0","39054  >  64616 [ACK] Seq=3201 Ack=3430 Win=64128 Len=0 TSval=913604506 TSecr=2641213311"
"2468","388.603157446","2.005336205","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3201","3430","85","0xe0","Application Data"
"2469","388.892637329","0.289479883","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3430","3286","0","0xe0","64616  >  39054 [ACK] Seq=3430 Ack=3286 Win=131072 Len=0 TSval=2641215558 TSecr=913606511"
"2470","388.892652145","0.000014816","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3430","3286","117","0xe0","Application Data"
"2471","388.892664895","0.000012750","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3286","3547","0","0xe0","39054  >  64616 [ACK] Seq=3286 Ack=3547 Win=64128 Len=0 TSval=913606801 TSecr=2641215562"
"2472","388.896259147","0.003594252","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3286","3547","85","0xe0","Application Data"
"2473","388.916522722","0.020263575","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3547","3371","0","0xe0","64616  >  39054 [ACK] Seq=3547 Ack=3371 Win=130944 Len=0 TSval=2641215746 TSecr=913606804"
"2474","388.936592145","0.020069423","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3547","3371","85","0xe0","Application Data"
"2477","388.940092928","0.003500783","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3371","3632","85","0xe0","Application Data"
"2478","388.959345324","0.019252396","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3632","3456","0","0xe0","64616  >  39054 [ACK] Seq=3632 Ack=3456 Win=130944 Len=0 TSval=2641215788 TSecr=913606848"
"2479","388.960670451","0.001325127","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3632","3456","85","0xe0","Application Data"
"2480","388.968053400","0.007382949","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","155","3456","3717","69","0xe0","Encrypted Alert"
"2481","388.968100213","0.000046813","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3525","3717","0","0xe0","39054  >  64616 [FIN, ACK] Seq=3525 Ack=3717 Win=64128 Len=0 TSval=913606876 TSecr=2641215791"
"2482","389.030389119","0.062288906","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3717","3525","0","0xe0","64616  >  39054 [ACK] Seq=3717 Ack=3525 Win=130944 Len=0 TSval=2641215832 TSecr=913606876"
"2483","389.030405563","0.000016444","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3717","3526","0","0xe0","64616  >  39054 [ACK] Seq=3717 Ack=3526 Win=130944 Len=0 TSval=2641215832 TSecr=913606876"
"2493","393.974155182","4.943749619","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","3717","3526","69","0xe0","Encrypted Alert"
"2494","393.974170530","0.000015348","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0","0x00","39054  >  64616 [RST] Seq=3526 Win=0 Len=0"
"2495","393.974185668","0.000015138","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3786","3526","0","0xe0","64616  >  39054 [FIN, ACK] Seq=3786 Ack=3526 Win=130944 Len=0 TSval=2641220796 TSecr=913606876"
"2496","393.974188765","0.000003097","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0","0x00","39054  >  64616 [RST] Seq=3526 Win=0 Len=0"
"2497","393.974191202","0.000002437","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","74","3787","3526","0","0xe0","64616  >  39054 [RST, ACK] Seq=3787 Ack=3526 Win=130944 Len=0"
"2514","396.712272082","2.738080880","fe80::f4af:cb28:5ee1:34bd","ff02::1","UDP","72","","","","0xe0","57560  >  15118 Len=10"
"2515","396.813753583","0.101481501","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","UDP","90","","","","0xe0","15118  >  57560 Len=28"
"2516","397.107074399","0.293320816","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","94","0","0","0","0x00","39056  >  64616 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM=1 TSval=913615015 TSecr=0 WS=128"
"2517","397.339858188","0.232783789","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","98","0","1","0","0x00","64616  >  39056 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=2809678823 TSecr=913615015 SACK_PERM=1"
"2518","397.339886226","0.000028038","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","1","1","0","0x00","39056  >  64616 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=913615248 TSecr=2809678823"
"2519","397.359040098","0.019153872","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","288","1","1","202","0xe0","Client Hello"
"2520","397.414779147","0.055739049","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","98","0","1","0","0x00","[TCP Out-Of-Order] 64616  >  39056 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=2809678925 TSecr=913615015 SACK_PERM=1"
"2521","397.414799809","0.000020662","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1","0","0xe0","[TCP Dup ACK 2518#1] 39056  >  64616 [ACK] Seq=203 Ack=1 Win=64896 Len=0 TSval=913615323 TSecr=2809678823"
"2522","397.419698429","0.004898620","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1","203","0","0x00","64616  >  39056 [ACK] Seq=1 Ack=203 Win=131136 Len=0 TSval=2809678963 TSecr=913615267"
"2523","397.427326603","0.007628174","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","176","1","203","90","0xe0","Server Hello"
"2524","397.427345954","0.000019351","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","91","0","0xe0","39056  >  64616 [ACK] Seq=203 Ack=91 Win=64896 Len=0 TSval=913615335 TSecr=2809678980"
"2525","397.427534087","0.000188133","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","1514","91","203","1428","0xe0","64616  >  39056 [ACK] Seq=91 Ack=203 Win=131136 Len=1428 TSval=2809678980 TSecr=913615323 [TCP segment of a reassembled PDU]"
"2526","397.427558548","0.000024461","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1519","0","0xe0","39056  >  64616 [ACK] Seq=203 Ack=1519 Win=63488 Len=0 TSval=913615336 TSecr=2809678980"
"2527","397.441905608","0.014347060","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","96","1519","203","10","0xe0","Certificate"
"2528","397.441918334","0.000012726","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1529","0","0xe0","39056  >  64616 [ACK] Seq=203 Ack=1529 Win=64128 Len=0 TSval=913615350 TSecr=2809678980"
"2529","397.454236764","0.012318430","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","214","1529","203","128","0xe0","Server Key Exchange, Server Hello Done"
"2530","397.454260487","0.000023723","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1657","0","0xe0","39056  >  64616 [ACK] Seq=203 Ack=1657 Win=64000 Len=0 TSval=913615362 TSecr=2809679006"
"2531","397.475886450","0.021625963","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","128","203","1657","42","0xe0","Client Key Exchange"
"2532","397.552341627","0.076455177","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1657","245","0","0xe0","64616  >  39056 [ACK] Seq=1657 Ack=245 Win=131072 Len=0 TSval=2809679067 TSecr=913615384"
"2533","397.552360429","0.000018802","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","177","245","1657","91","0xe0","Change Cipher Spec, Encrypted Handshake Message"
"2534","397.580611693","0.028251264","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1657","336","0","0xe0","64616  >  39056 [ACK] Seq=1657 Ack=336 Win=131008 Len=0 TSval=2809679129 TSecr=913615460"
"2535","397.580617107","0.000005414","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","92","1657","336","6","0xe0","Change Cipher Spec"
"2536","397.621194123","0.040577016","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1663","0","0xe0","39056  >  64616 [ACK] Seq=336 Ack=1663 Win=64128 Len=0 TSval=913615529 TSecr=2809679131"
"2537","397.684754264","0.063560141","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","1663","336","85","0xe0","Encrypted Handshake Message"
"2538","397.684775018","0.000020754","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1748","0","0xe0","39056  >  64616 [ACK] Seq=336 Ack=1748 Win=64128 Len=0 TSval=913615593 TSecr=2809679220"
"2539","397.713571508","0.028796490","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","336","1748","101","0xe0","Application Data"
"2540","397.728181310","0.014609802","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1748","437","0","0xe0","64616  >  39056 [ACK] Seq=1748 Ack=437 Win=130944 Len=0 TSval=2809679280 TSecr=913615622"
"2541","397.750206464","0.022025154","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","1748","437","69","0xe0","Application Data"
"2542","397.792886895","0.042680431","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","437","1817","0","0xe0","39056  >  64616 [ACK] Seq=437 Ack=1817 Win=64128 Len=0 TSval=913615701 TSecr=2809679288"
"2543","397.804906872","0.012019977","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","437","1817","85","0xe0","Application Data"
"2544","397.889306588","0.084399716","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1817","522","0","0xe0","64616  >  39056 [ACK] Seq=1817 Ack=522 Win=130944 Len=0 TSval=2809679417 TSecr=913615713"
"2545","397.889322426","0.000015838","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","1817","522","101","0xe0","Application Data"
"2546","397.889333929","0.000011503","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","522","1918","0","0xe0","39056  >  64616 [ACK] Seq=522 Ack=1918 Win=64128 Len=0 TSval=913615797 TSecr=2809679423"
"2547","397.893935217","0.004601288","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","522","1918","85","0xe0","Application Data"
"2548","397.919317963","0.025382746","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1918","607","0","0xe0","64616  >  39056 [ACK] Seq=1918 Ack=607 Win=130944 Len=0 TSval=2809679459 TSecr=913615802"
"2549","397.919332206","0.000014243","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","251","1918","607","165","0xe0","Application Data"
"2550","397.968910144","0.049577938","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","607","2083","0","0xe0","39056  >  64616 [ACK] Seq=607 Ack=2083 Win=64128 Len=0 TSval=913615877 TSecr=2809679464"
"2551","397.974162252","0.005252108","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","607","2083","85","0xe0","Application Data"
"2552","398.055108907","0.080946655","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2083","692","0","0xe0","64616  >  39056 [ACK] Seq=2083 Ack=692 Win=130944 Len=0 TSval=2809679595 TSecr=913615882"
"2553","398.055124113","0.000015206","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2083","692","85","0xe0","Application Data"
"2554","398.055136517","0.000012404","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","692","2168","0","0xe0","39056  >  64616 [ACK] Seq=692 Ack=2168 Win=64128 Len=0 TSval=913615963 TSecr=2809679600"
"2555","398.177399933","0.122263416","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","1514","692","2168","1428","0xe0","39056  >  64616 [ACK] Seq=692 Ack=2168 Win=64128 Len=1428 TSval=913616085 TSecr=2809679600 [TCP segment of a reassembled PDU]"
"2556","398.177415281","0.000015348","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","183","2120","2168","97","0xe0","Application Data"
